label,sentence
0,"or maybe ""How will you feel after an 88-minute rip-off of The Rock with action confined to slo-mo gun firing and random glass-shattering?"""
1,"It falls far short of poetry, but it's not bad prose."
0,The things this movie tries to get the audience to buy just won't fly with most intelligent viewers.
1,"Sillier, cuter, and shorter than the first (as best I remember), but still a very good time at the cinema."
0,"By the time the surprise ending is revealed, interest cannot be revived."
0,A sloppy slapstick throwback to long gone bottom-of-the-bill fare like The Ghost and Mr. Chicken.
1,A beguiling evocation of the quality that keeps Dickens evergreen: the exuberant openness with which he expresses our most basic emotions.
0,"Scotland, PA is entirely too straight-faced to transcend its clever concept."
1,I firmly believe that a good video game movie is going to show up soon.
1,Chaiken ably balances real-time rhythms with propulsive incident.
0,The movie is about as deep as that sentiment.
0,"Brainless, but enjoyably over-the-top, the retro gang melodrama, Deuces Wild represents fifties teen-gang machismo in a way that borders on rough-trade homo-eroticism."
1,"If you ever wanted to be an astronaut, this is the ultimate movie experience - it's informative and breathtakingly spectacular."
1,Even the digressions are funny.
1,"And, thanks to the presence of 'the King,' it also rocks."
0,"In other words, about as bad a film you're likely to see all year."
1,"Visually fascinating ... an often intense character study about fathers and sons, loyalty and duty."
0,"As violent, profane and exploitative as the most offensive action flick you've ever seen."
1,"We’ve seen the hippie-turned-yuppie plot before, but there’s an enthusiastic charm in Fire that makes the formula fresh again."
1,Gets better after Foster leaves that little room.
1,"Compulsively watchable, no matter how degraded things get."
0,"(Evans is) a fascinating character, and deserves a better vehicle than this facetious smirk of a movie."
0,"The plot grows thin soon, and you find yourself praying for a quick resolution."
0,"This is rote spookiness, with nary an original idea (or role, or edit, or score, or anything, really) in sight, and the whole of the proceedings beg the question 'Why?'"
1,Manages to be wholesome and subversive at the same time.
0,"Feels aimless for much of its running time, until late in the film when a tidal wave of plot arrives, leaving questions in its wake."
0,"A few zingers aside, the writing is indifferent, and Jordan Brady's direction is prosaic."
0,The corpse count ultimately overrides what little we learn along the way about vicarious redemption.
0,"A wishy-washy melodramatic movie that shows us plenty of sturm und drung, but explains its characters' decisions only unsatisfactorily."
0,"A tired, unnecessary retread...a stale copy of a picture that wasn't all that great to begin with."
0,"Isn't as sharp as the original...Despite some visual virtues, 'Blade II' just doesn't cut it."
0,Enigma lacks it.
1,"Mr. Caine and Mr. Fraser are the whole show here, with their memorable and resourceful performances."
0,Too bad none of it is funny.
1,Overcomes its visual hideousness with a sharp script and strong performances.
1,"There's no conversion effort, much of the writing is genuinely witty and both stars are appealing enough to probably have a good shot at a Hollywood career, if they want one."
1,"Yet in its own aloof, unreachable way it's so fascinating you won't be able to look away for a second."
1,This film puts Wang at the forefront of China's Sixth Generation of film makers.
1,A sobering and powerful documentary about the most severe kind of personal loss: rejection by one's mother.
1,"Like The Full Monty, this is sure to raise audience's spirits and leave them singing long after the credits roll."
1,"I have always appreciated a smartly written motion picture, and, whatever flaws Igby Goes Down may possess, it is undeniably that."
0,"(N)o matter how much good will the actors generate, Showtime eventually folds under its own thinness."
1,Not many movies have that kind of impact on me these days.
0,"After sitting through this sloppy, made-for-movie comedy special, it makes me wonder if Lawrence hates criticism so much that he refuses to evaluate his own work."
1,"Texan director George Ratliff had unlimited access to families and church meetings, and he delivers fascinating psychological fare."
0,"Obviously, a lot of people wasted a lot of their time (including mine) on something very inconsequential."
0,Should have gone straight to video.
1,Maryam is more timely now than ever.
0,Koepp's screenplay isn't nearly surprising or clever enough to sustain a reasonable degree of suspense on its own.
1,It deserves to be seen everywhere.
1,"A timely look back at civil disobedience, anti-war movements and the power of strong voices."
0,"You don't need to know your Ice-T's from your Cool-J's to realize that as far as these shootings are concerned, something is rotten in the state of California."
1,By turns very dark and very funny.
0,Completely awful Iranian drama...as much fun as a grouchy ayatollah in a cold mosque.
0,"Suspend your disbelief here and now, or you'll be shaking your head all the way to the credits."
0,Nothing more than four or five mild chuckles surrounded by 86 minutes of overly-familiar and poorly-constructed comedy.
1,Uneven but a lot of fun.
0,The satire is just too easy to be genuinely satisfying.
0,"The biggest problem I have (other than the very sluggish pace) is we never really see her Esther blossom as an actress, even though her talent is supposed to be growing."
1,"... it's as comprehensible as any Dummies guide, something even non-techies can enjoy."
0,"A zombie movie in every sense of the word--mindless, lifeless, meandering, loud, painful, obnoxious."
0,(Moore's) better at fingering problems than finding solutions.
1,...fuses the events of her life with the imagery in her paintings so vividly that the artist's work may take on a striking new significance for anyone who sees the film.
0,Is there a group of more self-absorbed women than the mother and daughters featured in this film?
0,"There are cheesy backdrops, ridiculous action sequences, and many tired jokes about men in heels."
0,"(Green is) the comedy equivalent of Saddam Hussein, and I'm just about ready to go to the U.N. and ask permission for a preemptive strike."
